User,CompanyUrl,Company,Title,EmploymentType,From,To,Duration,Location,title_tag
nada-dia,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),senior software qa engineer,,Aug 2021,Present,21.0,"Cairo, Egypt",QA
nada-dia,https://www.linkedin.com/company/28423178/,Siemens Digital Industries Software,"software engineer, siemens eda",Full-time,Jan 2021,Jul 2021,7.0,"Cairo, Egypt",software
nada-dia,https://www.linkedin.com/company/2697/,Mentor Graphics,software engineer,,Apr 2018,Jan 2021,34.0,,software
nada-dia,https://www.linkedin.com/company/2697/,Mentor Graphics,gti automation specialist,,Aug 2017,Mar 2018,8.0,,QA
nada-dia,https://www.linkedin.com/company/2857404/,Ain Shams University,teaching assistant,Contract,Sep 2017,Jan 2018,5.0,"Cairo Governorate, Egypt",teaching
nada-dia,UNKNOWN,Software House,back end developer,Part-time,Feb 2017,Jul 2017,6.0,Dokki,back-end
nada-elkhamy,https://www.linkedin.com/company/28423178/,Siemens Digital Industries Software,software development engineer,,Aug 2022,Present,9.0,,software
nada-elkhamy,https://www.linkedin.com/company/18162132/,Cairo University Eco-Racing Team,embedded software engineer,,Aug 2020,Jun 2022,23.0,,Embedded
nada-elkhamy,https://www.linkedin.com/company/1035/,Microsoft,software engineering intern,Internship,Jul 2021,Dec 2021,6.0,,software
nada-elkhamy,https://www.linkedin.com/company/27167031/,Orange Labs Egypt,intern,,Aug 2019,Sep 2019,2.0,,internship
nada-hamdi-345676b3,https://www.linkedin.com/company/15088102/,Dell Technologies,senior software engineer,,May 2022,Present,12.0,,software
nada-hamdi-345676b3,https://www.linkedin.com/company/15088102/,Dell Technologies,software engineer,,Feb 2019,Present,51.0,"Cairo Governorate, Egypt",software
nada-hamdi-345676b3,https://www.linkedin.com/company/8331/,Orange Egypt,"analyst and programmer, service fulfilment and middleware",,Jul 2017,Jan 2019,19.0,Egypt,
nada-hamdi-345676b3,https://www.linkedin.com/company/34787/,The German University in Cairo,junior teaching assistant,,Sep 2014,Jan 2015,5.0,,teaching
nada-mohamed-b706491bb,https://www.linkedin.com/company/17907434/,WideBot,quality control engineer,Full-time,Dec 2021,Present,17.0,,IT
nada-mohamed-b706491bb,https://www.linkedin.com/company/3185561/,Guru99,software tester,Freelance,Sep 2021,Oct 2021,2.0,,QA
nader-nabil,https://www.linkedin.com/company/12664499/,Halan - حالا,software engineer,Full-time,Oct 2021,Present,19.0,"Cairo, Egypt · Hybrid",software
nader-nabil,https://www.linkedin.com/company/2475568/,Udacity,session lead,Contract,Oct 2022,Present,7.0,Remote,Lead
nader-nabil,https://www.linkedin.com/company/4827017/,Upwork,full stack engineer,Freelance,Dec 2021,Present,17.0,Remote,full-stack
nader-nabil,https://www.linkedin.com/company/79674756/,blnk,software engineer,Full-time,May 2021,Sep 2021,5.0,"Cairo, Egypt · Hybrid",software
nader-nabil,https://www.linkedin.com/company/31293/,EJADA,software engineer,Full-time,Sep 2020,Apr 2021,8.0,"Cairo, Egypt · Remote",software
nadertarek,https://www.linkedin.com/company/5351527/,Andela,cloud engineer - training,,Nov 2021,Apr 2022,6.0,,devops
nadertarek,https://www.linkedin.com/company/35467795/,Sprints,devops engineer,Internship,Aug 2021,Oct 2021,3.0,"Cairo, Egypt",devops
nadienrashad,https://www.linkedin.com/company/86397039/,b_labs,product analyst,Full-time,Feb 2023,Present,3.0,Egypt · Hybrid,
nadienrashad,https://www.linkedin.com/company/687613/,B.TECH,product analyst,Full-time,Jul 2022,Present,10.0,,
nadienrashad,https://www.linkedin.com/company/42897854/,ashtar.app,business intelligence analyst,Full-time,Sep 2021,Jul 2022,11.0,,AI
nadienrashad,https://www.linkedin.com/company/11734722/,Homzmart,commercial category developer,Internship,Aug 2020,Oct 2020,3.0,,software
nadienrashad,https://www.linkedin.com/company/1116/,Procter &amp; Gamble,shadow,,Feb 2020,,1.0,,
nadin-el-hanafy-b20533187(1),https://www.linkedin.com/company/1259/,Atos,big data engineer,,Dec 2021,Present,17.0,,data
nadin-el-hanafy-b20533187(1),https://www.linkedin.com/company/1259/,Atos,big data engineer-graduate program,,Sep 2021,Dec 2021,4.0,,data
nadin-el-hanafy-b20533187(1),https://www.linkedin.com/company/1112/,Orange Business Services,intern,Internship,Aug 2020,Sep 2020,2.0,,internship
nadin-el-hanafy-b20533187(1),https://www.linkedin.com/company/2649366/,General Petroleum Company (GPC),intern,Full-time,Jul 2019,Aug 2019,2.0,"Cairo, Egypt",internship
nadin-el-hanafy-b20533187(1),https://www.linkedin.com/company/34787/,The German University in Cairo,intern,Full-time,Jun 2018,Jul 2018,2.0,"Cairo, Egypt",internship
nadin-el-hanafy-b20533187,https://www.linkedin.com/company/1259/,Atos,big data engineer,,Dec 2021,Present,17.0,,data
nadin-el-hanafy-b20533187,https://www.linkedin.com/company/1259/,Atos,big data engineer-graduate program,,Sep 2021,Dec 2021,4.0,,data
nadin-el-hanafy-b20533187,https://www.linkedin.com/company/1112/,Orange Business Services,intern,Internship,Aug 2020,Sep 2020,2.0,,internship
nadin-el-hanafy-b20533187,https://www.linkedin.com/company/2649366/,General Petroleum Company (GPC),intern,Full-time,Jul 2019,Aug 2019,2.0,"Cairo, Egypt",internship
nadin-el-hanafy-b20533187,https://www.linkedin.com/company/34787/,The German University in Cairo,intern,Full-time,Jun 2018,Jul 2018,2.0,"Cairo, Egypt",internship
nagham-alaa-54878a125,https://www.linkedin.com/company/79335623/,Vlens,machine learning engineer,,Dec 2021,Present,17.0,Egypt,AI
nagham-alaa-54878a125,https://www.linkedin.com/company/28633386/,INTDV,artificial intelligence engineer,,Apr 2019,May 2022,38.0,,AI
nagham-alaa-54878a125,https://www.linkedin.com/company/9249157/,Smart Medical Services,data scientist,,Jan 2019,Mar 2019,3.0,,data
nagham-alaa-54878a125,https://www.linkedin.com/company/5077620/,BARQ Systems,trainee,,Jul 2018,Aug 2018,2.0,,internship
nahed-sayed-528749b6,https://www.linkedin.com/company/1217/,Vodafone,machine learning and data analytics specialist,Full-time,Sep 2021,Present,20.0,Egypt,data
nahed-sayed-528749b6,https://www.linkedin.com/company/1217/,Vodafone,data analytics engineer,,Jan 2019,Aug 2021,32.0,Egypt,data
nahed-sayed-528749b6,UNKNOWN,Value Over Cloud,iot hardware engineer,Part-time,Jul 2018,Mar 2020,21.0,"Cairo, Egypt",Embedded
nahed-sayed-528749b6,UNKNOWN,NTI - National Telecommunication Institute,tech startup program scholarship,,Dec 2017,Feb 2018,3.0,5 Mahmoud El-Milegy st. -Nasr City - Cairo,
nahed-sayed-528749b6,https://www.linkedin.com/company/691295/,SYSTEL,intern,,Aug 2016,,1.0,Smart village,internship
nahed-sayed-528749b6,https://www.linkedin.com/company/619661/,EGYPTAIR,intern,,Aug 2015,,1.0,,internship
naiera-magdy-3011,https://www.linkedin.com/company/31293/,EJADA,software engineer,,Feb 2023,Present,3.0,"Riyadh, Saudi Arabia · On-site",software
naiera-magdy-3011,https://www.linkedin.com/company/31293/,EJADA,software engineer,,Aug 2022,Feb 2023,7.0,Egypt,software
naiera-magdy-3011,https://www.linkedin.com/company/79415063/,Atomica AI,software engineer,Full-time,Apr 2022,Aug 2022,5.0,,software
naiera-magdy-3011,https://www.linkedin.com/company/71962328/,UltraTeb,back-end developer,Part-time,Oct 2021,May 2022,8.0,,back-end
naiera-magdy-3011,https://www.linkedin.com/company/71962328/,UltraTeb,frontend developer,Internship,Aug 2021,Sep 2021,2.0,"Cairo, Egypt",front-end
naiera-magdy-3011,UNKNOWN,EgyStraw,frontend developer,Freelance,Jul 2020,Aug 2020,2.0,Egypt,front-end
nermeen-hamada-abdelhamid-7a1562169,https://www.linkedin.com/company/17951779/,Breadfast,software test engineer,Full-time,Mar 2023,Present,2.0,"Cairo, Egypt",QA
nermeen-hamada-abdelhamid-7a1562169,https://www.linkedin.com/company/11100130/,QPROS,quality control analyst,Full-time,Apr 2022,Mar 2023,12.0,,IT
nermeen-hamada-abdelhamid-7a1562169,https://www.linkedin.com/company/5043674/,ITWORX Education,qc engineer,Contract,May 2021,Apr 2022,12.0,"Cairo, Egypt",QA
nermine-georges-a833a9140,https://www.linkedin.com/company/30766225/,GreySkies,software quality control engineer,Full-time,Nov 2021,Present,18.0,"Alexandrie, Égypte",IT
nermine-georges-a833a9140,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,software quality control engineer,Full-time,Nov 2021,Present,18.0,"Alexandrie, Égypte",IT
nermine-georges-a833a9140,https://www.linkedin.com/company/2380891/,Pharos Solutions,software quality control /customer success manager,Full-time,Jul 2020,Nov 2021,17.0,,Lead
nermine-georges-a833a9140,https://www.linkedin.com/company/8478618/,Caritas Egypt,assistant manager training development,,Oct 2019,Jul 2020,10.0,,Lead
nermine-georges-a833a9140,https://www.linkedin.com/company/8478618/,Caritas Egypt,data management,,May 2017,Oct 2019,30.0,"Alexandria Governorate, Egypt",data
nermine-georges-a833a9140,https://www.linkedin.com/company/8478618/,Caritas Egypt,senior management accountant,,Nov 2018,Sep 2019,11.0,,
nermine-georges-a833a9140,https://www.linkedin.com/company/18093042/,Digitec Xerox,sales employee,,Oct 2015,Apr 2017,19.0,"Alexandria Governorate, Egypt",
nesma-mohamed-b42445142,https://www.linkedin.com/company/10046/,ITWorx,senior software engineer,Full-time,Mar 2021,Present,26.0,"Cairo, Egypt",software
nesma-mohamed-b42445142,https://www.linkedin.com/company/10046/,ITWorx,software engineer,,Sep 2018,Mar 2021,31.0,Egypt,software
nesma-mohamed-b42445142,https://www.linkedin.com/company/949170/,Information Technology Institute,student,,Oct 2017,Mar 2021,42.0,"Ismailia Governorate, Egypt",student
noha-mohamed-ali(1),https://www.linkedin.com/company/8331/,Orange Egypt,senior ios developer,Full-time,Apr 2020,Present,37.0,"6th of October, Al Jizah, Egypt",mobile
noha-mohamed-ali(1),https://www.linkedin.com/company/1217/,Vodafone,senior ios developer,Part-time,Jul 2019,Mar 2020,9.0,"Cairo, Egypt",mobile
noha-mohamed-ali(1),https://www.linkedin.com/company/1217/,Vodafone,ios developer,,Nov 2017,Jun 2019,20.0,El-Maadi,mobile
noha-mohamed-ali(1),https://www.linkedin.com/company/21370/,International Turnkey Systems - ITS,ios developer - mobile banking,,Jul 2016,Nov 2017,17.0,"Free Zone , Nasr City , Cairo , Egypt",mobile
noha-mohamed-ali(1),https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),mobile application development track (java),,Oct 2015,Jun 2016,9.0,"Egypt,Cairo,Smart village",mobile
noha-mohamed-ali(1),https://www.linkedin.com/company/43613/,Advanced Computer Technology (ACT),trainee,,Jul 2015,Aug 2015,2.0,"Mohandessein, Giza, Egypt",internship
noha-mohamed-ali,https://www.linkedin.com/company/8331/,Orange Egypt,senior ios developer,Full-time,Apr 2020,Present,37.0,"6th of October, Al Jizah, Egypt",mobile
noha-mohamed-ali,https://www.linkedin.com/company/1217/,Vodafone,senior ios developer,Part-time,Jul 2019,Mar 2020,9.0,"Cairo, Egypt",mobile
noha-mohamed-ali,https://www.linkedin.com/company/1217/,Vodafone,ios developer,,Nov 2017,Jun 2019,20.0,El-Maadi,mobile
noha-mohamed-ali,https://www.linkedin.com/company/21370/,International Turnkey Systems - ITS,ios developer - mobile banking,,Jul 2016,Nov 2017,17.0,"Free Zone , Nasr City , Cairo , Egypt",mobile
noha-mohamed-ali,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),mobile application development track (java),,Oct 2015,Jun 2016,9.0,"Egypt,Cairo,Smart village",mobile
noha-mohamed-ali,https://www.linkedin.com/company/43613/,Advanced Computer Technology (ACT),trainee,,Jul 2015,Aug 2015,2.0,"Mohandessein, Giza, Egypt",internship
noha-saeed,https://www.linkedin.com/company/845465/,Fixed Solutions,machine learning engineer,Full-time,May 2022,Present,12.0,,AI
noha-saeed,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),trainee,,Mar 2021,May 2022,15.0,Egypt,internship
noha-samir-b07468138,https://www.linkedin.com/company/19216515/,bringy,senior back end developer,Full-time,Feb 2022,Present,15.0,"Qesm El Maadi, Cairo, Egypt",back-end
noha-samir-b07468138,https://www.linkedin.com/company/16525/,CIB Egypt,middleware specialist,Full-time,Aug 2020,Feb 2022,19.0,"Cairo, Egypt",
noha-samir-b07468138,https://www.linkedin.com/company/11499290/,Novell Pharma,nodejs backend developer,,Jul 2018,Aug 2020,26.0,"Giza Governorate, Egypt",back-end
noha-samir-b07468138,UNKNOWN,student partner,head of public relations,Freelance,Jul 2016,Jul 2017,13.0,Egypt,
norhan-elsayed-8055b9123,https://www.linkedin.com/company/33279384/,MaxAB,frontend developer,Full-time,Apr 2022,Present,13.0,"Cairo, Egypt",front-end
norhan-elsayed-8055b9123,https://www.linkedin.com/company/18874149/,Idea In Motion,frontend developer,,Dec 2020,Feb 2022,15.0,,front-end
norhan-elsayed-8055b9123,https://www.linkedin.com/company/26765106/,META INFORMATION TECHNOLOGY,frontend developer,Full-time,Dec 2019,Apr 2020,5.0,"Cairo, Egypt",front-end
norhan-elsayed-8055b9123,https://www.linkedin.com/company/5351408/,satoripop,junior full stack developer,Internship,Jul 2019,Aug 2019,2.0,"Tunis Governorate, Tunisia",full-stack
norhan-elsayed-8055b9123,https://www.linkedin.com/company/13591385/,DailyMealz,junior react developer,,Mar 2019,Jun 2019,4.0,"Cairo Governorate, Egypt",software
norhanatef,https://www.linkedin.com/company/1009/,IBM,data specialist,Full-time,Aug 2022,Present,9.0,Egypt,data
norhanatef,https://www.linkedin.com/company/1009/,IBM,data engineer,Internship,Dec 2021,Aug 2022,9.0,"Cairo, Egypt",data
norhanatef,https://www.linkedin.com/company/5077620/,BARQ Systems,machine learning engineer,Internship,Oct 2021,Nov 2021,2.0,"Cairo, Egypt",AI
nouran-adel-flaifel,https://www.linkedin.com/company/15088102/,Dell Technologies,data scientist,Full-time,Jan 2023,Present,4.0,"Cairo, Egypt",data
nouran-adel-flaifel,https://www.linkedin.com/company/1217/,Vodafone,machine learning engineer / mlops,Full-time,Aug 2021,Jan 2023,18.0,"Cairo, Egypt",AI
nouran-adel-flaifel,https://www.linkedin.com/company/24010158/,Coberg,associate consultant intern,Internship,Jun 2021,Jul 2021,2.0,"Cairo, Egypt",internship
nouran-adel-flaifel,https://www.linkedin.com/company/1043/,Siemens,best in class - digital industries intern,Internship,Aug 2020,Sep 2020,2.0,Egypt,IT
nouran-adel-flaifel,https://www.linkedin.com/company/1217/,Vodafone,testing engineer intern,Internship,Jan 2020,Feb 2020,2.0,"Cairo, Egypt",QA
nourhan-elsherief-5270b185,UNKNOWN,Egypt Game Developers,community manager,,Aug 2019,Present,45.0,,Lead
nourhan-elsherief-5270b185,https://www.linkedin.com/company/2091470/,The Global Game Jam,board member and secretary,,Apr 2021,Present,25.0,,
nourhan-elsherief-5270b185,https://www.linkedin.com/company/17907280/,Indie Games Corner,founder,,Oct 2016,Present,79.0,,
nourhan-elsherief-5270b185,https://www.linkedin.com/company/4803812/,Instinct Games,principle game developer,,Apr 2016,Present,85.0,,GAME
nourhan-elsherief-5270b185,https://www.linkedin.com/company/9284966/,2024 Studios,co-founder and indie game developer,,Dec 2014,Jan 2017,26.0,,GAME
nourhan-hosny(1),https://www.linkedin.com/company/7949022/,Aqwas,senior ios developer,,Sep 2019,Present,44.0,,mobile
nourhan-hosny(1),https://www.linkedin.com/company/7949022/,Aqwas,senior ios developer,,Sep 2019,Present,44.0,,mobile
nourhan-hosny(1),UNKNOWN,Vodafone,ios app developer,,Sep 2017,Jul 2019,23.0,Egypt,mobile
nourhan-hosny(1),UNKNOWN,Reach Nework,ios app developer,Full-time,Jan 2016,Aug 2017,20.0,,mobile
nourhan-hosny(1),https://www.linkedin.com/company/1035/,Microsoft,software developer,,Apr 2016,Jun 2016,3.0,,software
nourhan-hosny,https://www.linkedin.com/company/7949022/,Aqwas,senior ios developer,,Sep 2019,Present,44.0,,mobile
nourhan-hosny,https://www.linkedin.com/company/7949022/,Aqwas,senior ios developer,,Sep 2019,Present,44.0,,mobile
nourhan-hosny,UNKNOWN,Vodafone,ios app developer,,Sep 2017,Jul 2019,23.0,Egypt,mobile
nourhan-hosny,UNKNOWN,Reach Nework,ios app developer,Full-time,Jan 2016,Aug 2017,20.0,,mobile
nourhan-hosny,https://www.linkedin.com/company/1035/,Microsoft,software developer,,Apr 2016,Jun 2016,3.0,,software
nourhan-mourshdy-6975081b8,https://www.linkedin.com/company/167822/,_VOIS,devops engineer,,Jul 2021,Present,22.0,Egypt,devops
nourhan-mourshdy-6975081b8,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),cloud architecture,Internship,Oct 2020,Jun 2021,9.0,"Cairo, Egypt",devops
nourhanelnaggar,https://www.linkedin.com/company/37219091/,WAVZ for Digital Transformation,software engineer,Full-time,Sep 2022,Present,8.0,"Cairo, Egypt",software
nourhanelnaggar,https://www.linkedin.com/company/13625083/,The Sparks Foundation,frontend developer,Internship,Apr 2022,Sep 2022,6.0,,front-end
nourhanelnaggar,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),full stack developer,Internship,Nov 2021,Feb 2022,4.0,,full-stack
nourhansaeed,https://www.linkedin.com/company/18922358/,almatar | المطار,mid-senior frontend developer,,Apr 2019,Present,49.0,,front-end
nourhansaeed,https://www.linkedin.com/company/18922358/,almatar | المطار,frontend developer,,Jan 2018,Apr 2019,16.0,,front-end
nourhansaeed,https://www.linkedin.com/company/18844264/,Route,full stack instructor,Freelance,Mar 2021,Present,26.0,"Alexandria, Egypt",full-stack
nourhansaeed,https://www.linkedin.com/company/18844264/,Route,frontend instructor,Full-time,Feb 2020,Mar 2021,14.0,"Alexandria Governorate, Egypt",front-end
nourhansaeed,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),course instructor,,Dec 2017,Present,65.0,"Alexandria Governorate, Egypt",teaching
nourhansaeed,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),user interface designer,,Oct 2016,Present,79.0,"Alexandria Governorate, Egypt",
